author;comment;publishedTimeText;pageUrl;title;
@rianokthree1212;Sama aja naik smuanya;4 months ago;https://www.youtube.com/watch?v=c_K1cuI6Xn4;[FULL] Pengusaha Retail Bahas PPN 12 Persen, Daya Beli Masyarakat Makin Melemah?;
@RiriMiaIsti71122;Tapi pajak bangunan 3500 vollt naik 12 persen. Agen2 pabrik2 turut menaikkan harga akibat naik listrik;3 months ago (edited);https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@ayiedypurjanto6169;Semua dipajakin terus timbal baliknya kerakyat apa?...;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@harinonton05;NEGARA INDONESIA MULAI HANCUR HAHA;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@johnnyutomousal6979;Alhamdulilah , puji syukur terima kkasih 🙏😛;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MohamadbinArshadPakmad-h3e;PPN yang dipungut hanya untuk kesejahteraan penguasa bukan dana untuk rakyat.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@solihudin1752;Inginnya negara maju  pajak ya harus di bayar lah;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@solihudin1752;Aku setuju ajah pajak juga nantinya untuk rakyat juga kalian orang kaya  pelit amat;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@mbahMarto-j9b;Pajak slalu naik tiap tahun;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MustaKim-mn6bx;Bersihkan dulu dari semua lini dari korupsi....segera buat aturan payung hukum utk para koruptor di hukum mati miskinkan mereka...sebenarnya penghianat rakyat dan negara ialah para koruptor.....masyalloh;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@AlirahmanRahman-f8s;Sungguh benar mas, pembagian bansos tidak tepat sasaran yg merata;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@Wati-f1m;Jgn di beri blt .masarakat jgn di buat warga ya menjadi pengemis blt pak .;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@Wati-f1m;Semua persiden sapa pun itu sama aja .jd sapa yg mau di percaya rakyat semua persiden itu semua menyusah kan rakyat .kecuali suharto;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@Wati-f1m;Makanya dpr tu pun bubar kan aja .krn yg buat undang 2 itu dpr eg perlu ada dpr krn dpr yg menbuat undang2;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@laodesidamuddin3491;Tolak kenaikan PPN karena itu tidak menjadi negara maju;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@Wati-f1m;Makanya sri muliani pecat dia menteri yg gagal kok di pake lagi ..;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@part_bedil_angin;Rakyat makin sengsara klu itu terjadi;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@indradisetiawan6276;Para pemimpin yang menggunakan APBN ugal ugalan tanpa kajian dan bisnis yang benar berakibat hutang meningkat, APBN bermasalah pajak naik harus dihukum sita aset dan pidana berat;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@minukyamirah4303;Ya bener stop pajak. Alias gak usah bayar pajak Dari pada bayar pajak uang nya di korupsi. Yg korupsi juga bebas melenggang. Tdk di usud. ❤parah bener mau nyiksa rakyat kecil;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@minukyamirah4303;Yg sudah sudah uang pajak di korupsi. Sampai skr pelaku koruptor lum di selesaikan. Eh skr tega ya sama rakyat menaikan ppn Enak yg jadi pejabat. Kerjanya duduk, rapat tdk pernah peduli ke rakyat. Mana suara DPR. Pd diam kan. Selama ini kemana saja DPR;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@arcikolaka3823;Korupsi di mana mana contoh kecil dana desa;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@AgusSantika-p3g;Sekarang sembako naik harga, kayak saya pekerja cs outchorcing setiap tahun ganti PT.    Gaji juga pas2an...😢;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@QuantumentanglementAlpha;Bentar ini bentar itu. Drpd kebanyakan omong, segera terbitkan peraturan ny. Jangan kayak pph umkm 0,5% dilanjutkan, sampe sekarang masih di alam mimpi krn blum ada peraturan ny, jadi semua serba tidak pasti, lidah ga bertulang, ga heran saham dan matauang merosot, org2 ga percaya. Yg bis dipercaya itu, 6 bulan sebelum hal baru diluncurkan, aturan2 pendukung semua uda beres, ini coretax luncur 1jan25, semua blum beres. Penarikan pjk tanpa perangkat aturan yg jelas maupun sarana pendukung yg memadai, adalah perampokan!;3 months ago (edited);https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@romakristi6148;PPN barang mewah nama nya PPN BM;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@zelub7777;Beberkan dg detail Bu, biar masyarakat bs komplain ke penjual klo yg hrs nya PPN nya gak naik tp di naikan penjualnya;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@resepmasakanrumahansimple3944;Yg kena pajak kan barang mewah, otomatis kan yg kena orang² kaya, kenapa yg dapat bantuan bulan januari februari malah orang miskin;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@dwisekarasih1485;Bu ibu...meskipun kata ibu, PPN berlaku hanya utk barang² dan jasa mewah, semua saling berhubungan...barusan sy beli beras harganya sdh naik...😢;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@MilaAprillia27;Belum di ketok barang kebutuhan sehari² sudah di naikin. Mau turun lagi ya sulit 😂;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@adekhimawari1960;Kenyataan dilapangan apakah dak naik juga itu. Yg gaji dan tunjangan yg tinggi itu yg harus dipotong;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@qomaruddinlemong1533;Sekarang begini buk SM(Seles Maning) Jika pph yang dinaikan maka bisa jadi barang mewah saja yg ibu maksudkan. Tapi jika Ppn maka semua berdampak pada semua sektor ekonomi, baik jasa maupun Ritel.;3 months ago (edited);https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@nparidah9929;Menciptakan ke Adilan 12 dan 11 %❤❤👍🏻🤲🏻🇮🇩🌹;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@Protank_123;Kenyataannya semua barang harga naik semua . Gaji gak naik tapi semua barang kebutuhan sehari hari naik;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@bettamacgenetic329;telor cabe dll udah pada naek , operasi pasar dong bu Mentri !!;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@EkaYeS;Kebanyakan barang sudah naik harganya sejak desember, sejak ada berita PPN naik;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@donihermanto4295;Bilangnya barang mewah...tapi transaksi non tunai kena ppn 12%, akibatnya pedagang naikkan harga utk nutupi biaya kenaikan...kasihan rakyat banyak yg gak tau;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@nurhidayatisman1sabakauh622;Sekarang.. Minyak goreng sdh naik lagi.. Yg kemasan 2 ltr 40 rban;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@nurhidayatisman1sabakauh622;Drpd dikasih BLT dll.. Sehatkan kondisi ekonomi.. Perluas lapangan kerja, murahkan  biaya pendidikan dan kesehatan.;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@minukyamirah4303;Knp tdk cocok dgn pidatonya pak prabowo ya. Tdk akanenaikan ppn Akan brantas koruptor Mau menaikan gaji PNS dan pensiunan mulai 1desember.buktinya nol/bohong;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@minukyamirah4303;Buktikan ke rakyat pidato pak prabowo. Mauensejahterahkan rakyat. Tdk akan menaikan ppn Akan memberantas ppn;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@minukyamirah4303;Sri mulyani copot saja Enak aja membabi buta ppn 12 0/0;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@SukarmenMansyur;Sekarang saja rakyat sdh serba sulit,malah akan ditambah beban pajak dll...;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@minukyamirah4303;Rakyat tolak ppn naik 12 0/0;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@DudinKomarudin-z6q;Kepada kepala pemerintahan tolong kaji ulang untuk menaikan pajak kami rakyat udah susah payah hanya untuk mencari makan sehari hari saja janganlah diperparah lagi dengan keadaan ini ahirnya berperasangka jelek kepada pemerintah yg baru janganlah semena2memeras rakyat.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@0081Redmi;Waktu debat pilpres pahak mau di naikan malah joget kan tulul;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@fransiskusndejeng5489;DPR dan Pemerintah tidak punya hati ttg kenaikan PPN 12%. Rakyat semakin sulit di tengah ttgn global, dan kesulitan ekonomi berbiaya tinggi.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@anangsyaroni9630;INDONESIA IDENTIK NEGARA PAJAK.KARENA PEJABATNYA DUNGU TAK BISA MENGGALI SUMBER LAIN.ITUPUN KALO PAJAK KUMPUL, E MALAH DIKORUPSI.HARUS TOLAK ATAU DEMO.WES ORA PERCAYA KARO OMONGANNYA RENTENIR SI MULYANI.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@EnjuJunaedi-d4k;Yang bisa dibohi 58% kini Rakyat indonesi kena Getahnya. Coba yg 58% datang ke Istana Unk menagih janji nya.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@cucukyuswanto9930;Nikmati saja;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@sunokodriyorejo8869;Ganti saja menterinya kok hanya ibu sri saja mulai jamanya pak sby apa tdk ada orang yg pinter lagi yg menguasai masalah jeuangan padahal indonesia banyak prof, dr dan ahli2 yg lain;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@KiswandiWandel;Ingat rahyatnya udahmakmur atau masih miskin.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@sardisardi-y3j;uangnya d koropsi .proses korup uanuya kembalik;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MelindaTjioe;Paling gak ikhlas bayar pajak mahal tapi timbal balik layanan ke masyarakat kurang. Hasil pajak banyak dikorupsi para pejabat. Masyarakat makin tidak mampu .;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@user-pd2jg2ft3n;Ga hanya ppn doang, banyak sektor dinaikan/ dihilangkan subsidi, nanti ada lagi pph umkm, tapera, asuransi tpl, kenaikan iuran bpjs, kenaikan pajak kendaraan, pembatasan subsidi bbm, wajib sertifikat halal semua produk, dan masih byk lagi ada lebih dr 10 jenis kenaikan/penambahan iuran/pajak baru yg membebani rakyat, lebvih brutal dari era joowi, semua lini diperas, beginilah kalo koalisi gendut, butuh dana gendut jg😅;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@hannanfauzi4031;Apagunanya Mentri k uangan .udah d gaji besar .idenya cuman menaikkan dan menaikan trus .seharusnya Mentri keuangan bisa mengatur uang 😂😂😂😂😂;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@astynns8724;Gak disebutkan misal plastik, bahan packing, bahan baku produksi rata2 naik 12%. Dan emangnya produsen yg harga bahan baku/packing naik, mereka gak akan naikin harga barang? Ya naikin lah. Tetep aja ada efek dominonya.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@MaryataMaryata-t9s;Mahasiswa kos disekitaran kampus aja mau makan di warung dikenakan pajak padahal mahasiswa tidak kaya semua orang tua mereka dan tugasnya hanya belajar demi kemajuan bangsa. Kecuali makan di resto besar dan harus ada klasifikasi jenis warungnya , dulu di trotoar begitu masuk rumah jadi warung malah suruh bayar. dipajaki.;3 months ago (edited);https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@OtakOtak-x6f;Pejabat NKRI menjadi emas, Masyarakat NKRI menjadi cemas menambah kemiskinan PPN naik 12persen;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@Starlight_Moonlight77;Apa produk2 skincare seperti lotion, shampoo dan sabun untuk sehari-hari terkena PPN 12%? Hal itu kurang dijabarkan dg detail.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@agungputra1295;Buatlah peraturan sesukamu, saya pindah negara;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@togasinabariba7570;Anggota DPR yg tak berbobot ....ditanya apa dijawab apa.. Ngotot ngomong UU perpajakan yg sdh disetujui;3 months ago (edited);https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@didinaryasugengpribadi;Pemerintah sedang berbisnis dg rakyat;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@daffafa9408;Pas pemilu dikasih 2 opsi perubahan, malah milih keberlanjutan. Ya LANJUT sengsaranya;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;W gk yakin,kalo dia berpihak pada rakyat kecil,dia gk biarkan pajak naik,dia gk bikin kabinet gemuk,dia gk naikan gaji2 pejabat ketika banyak rakyatnya yg pada susah.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@MarthaGraecia-vn3yz;Keputusan apapun itu yang diambil presiden, pasti dampaknya ke rakyat😢 lebih baik jangan terlalu banyak program yang membebani anggaran sampai harus menaikkan pajak lagi, contoh makan siang gratis, kalau gak kuat mending gak usah, jangan dipaksain kalau emang gak kuat anggarannya, ujung2nya kita semua yang disuruh bayar😅;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Yg ngutang dan malingin duit negara yg harus bayar tuh hutang,sok2an mau ngasih makan gratis kgk ada dananya ngutang,ujung2nya yg disusahin rakyatnya juga,termasuk emak bapaknya yg dikasih makan.Ngasih makan gratis juga kalo masakannya gk enak juga kgk dimakan anak2,palingan di buang2,jadi mubazir.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Indonesia emas cuma buat presiden dan sekutu2nya,tapi buat rakyatnya yg menengah kebawah indonesia cemas.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Gara2 kaum yg rakus  sama makan gratis buat anak2nya,sekarang kita rakyat kebanyakan jadi kena imbasnya deh.Kalo w si ud hampir 69 th,paling gk lama lagi,tapi gw kasian anak cucu gw ,sejak usah w gk laku,yg ngasih makan anak2w,sekarang yg satu nganggur hampir 3 bln,yg satu diujung tanduk,alhamdulilah rumah gk ngontrak dulu beli dari dapat duit warisan,zaman pak anis w bebas pbb karena cm 70m,tapi th 2025 w harus  bayar pbb yg naiknya sekitar 80%.😢;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Gara2 58% milih si wowo dan si samsul, menengah kebawah jadi tambah susah hidupnya,ud tau si wowo dan si wiwi 11-12.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Bubarkan aja DPR nya,gk ada gunanya buat rakyat menengah kebawah.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Undang2kan gampang dibikin seenaknya sama penguasa,tapi lu bikin undang2 perampasan aset para koruptor gk berani,nangkep para koruptor sekutu2nya gk mau,beraninya cuma sama rakyat kebanyakan doang.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@heryatiheryati9678;Turunin aja gaji presiden/wapres ,pejabat2negara,anggota dpr,mpr,.jangan lu bikin sengsara rakyat menengah kebawah mulu.w biar ud nenek2,hidup dikasih bansos sama anak,ud kgk bisa cari duit,tapi w gk doyan makan beras pera yg kutuan.;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@andihidayat0768;Pemerasan di tengah HUTANG NEGARA MENGUNUNG... HUKUM & UNDANG2 menjadi PEMBENARAN...;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@rusdibs8009;Rakyat.. rakyat... selalu yg jadi korban;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@bennedickarup2207;Siap siap masyarakat bakal mangkrak;3 months ago;https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@DonnyArdo;Jgn lupa tolong bayarin ya (rakyat) , ppn kami naikin 1%🤣;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@user-pd2jg2ft3n;Ga hanya ppn doang, byk sektor dinaikan/ dihilangkan subsidi, nanti ada lagi pph umkm, tapera, asuransi tpl, kenaikan iuran bpjs, kenaikan pajak kendaraan, pembatasan subsidi bbm, wajib sertifikat halal semua produk, dan masih byk lagi ada lebih dr 10 jenis kenaikan/penambahan iuran/pajak baru yg membebani rakyat, lebih brutal dari era jokowi, semua lini diperas, beginilah kalo koalisi gendut, butuh dana gendut jg, bandit yg mengelola negara ya begini☠☠☠;3 months ago (edited);https://www.youtube.com/watch?v=TQMwRZOfsX0;PPN Jadi 12%, Siapa Terdampak? | Kabar Petang tvOne;
@krisnahardinata2210; @antoniq9000-med  yah itulah kita, dan itu juga yang jadi senjata mereka, kita ini bangsa lemah lembut yang gak bisa tega sama orang, kelemahan inilah yang dijadikan mereka dalam membuat kebijakan, dulu dolar naik sedikit aja udah protes, skrng udah pada masa bodo, mau negara ini hancur apa nggak, sudah pada gak perduli, hilangnya nasionalis dalam diri, karena terkikis globalisasi;4 months ago;https://www.youtube.com/watch?v=c_K1cuI6Xn4;[FULL] Pengusaha Retail Bahas PPN 12 Persen, Daya Beli Masyarakat Makin Melemah?;
@sinangohjaya6094;Kami sdh gak percaya omong pejabat,bukti. Nyata rakyat susah, contoh tu negara2 luar yg maju,GK cuma omdo,yaya😮😮😮;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@sinangohjaya6094;Kl kami sdh gak percaya omong p;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@sinangohjaya6094;Negara kedaulatan,ada ditangan rakyat,,tapi rakyat nya yg blo on,apa pejabatnya yg serakah,ko kita buat tumbal aja😮😮;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@sinangohjaya6094;Semua ,mau buat nyaur utang, rakyat lagi,mana mau negara jadi emas,masnya dimakan pejabat, rakyat tetep aja banyak yg miskin😮😮;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@RajaBajakLaut-u3l;hancur sdh Republik ini;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@eddo2563;Pling itu uduoan mulyono, kan lulyono pling hobi naikin pajakfan  naikin hutng;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@ynzanest5415;Tanya bocah hilirisasi, kemana hasil hilirisasi yang katanya sampai ratusan T??;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@faridwachid7844;pemerintah harus mandiri cari dana bukan dari pajak;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@ruddybasri1036;HUTANG NEGARA YG TDK DI SEPAKATI RAKYAT HRUSNYA NGRA YG HRUS KELOLA SCRA MAKSIMAL HSL BUMI UTK BYR HUTANG , BUKAN BUAT PJK MCM² UTK BYR HUTANG NGRA , RAKYAT KCL DI MISKIN KAN , 9 NAGA DN PENGUSAHA BSR DI TAMBAH KE KAYAANNYA... KLU MAU JU²R PAJAK PARA PENGUSAHA BSR MENGGUNAKAN MUKA DUA UTK LAP PJKNYA...LAP TDK SESUAI DGN HSL DR KE UBTUNGAN USAHANYA...;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@ruddybasri1036;Hanya indonesia yg terlalu bxk model pajak kpd rakyat yg cma akn memiskinkan rakyat...rakyat menjerit krn rakyat di jerat dgn pajak² padahal negara ini hrusnya membebaskan pajak² utk rakyat kecil spy rakyat tdk menderita...tolak semua model pajak , krn mestinya negara ini menanggung rakyat yg miskin bukan negara memiskinkan rakyat dgn segala mcm pajak di segala sektor usaha kecil menengah..;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@rizalsilalahi4549;Omongan dan Tindakan Berbeda yang Penting Pilpres Sudah Selesai Ngapain Mikirin Rakyat? Defisit Harus Diatasi Dengan Beban Rakyat.;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@St.MarsMars;Koroptor rampas semua asetnya hukum mati orangnya tegas tk pandang bulu;4 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
